City,Area,Pincode,District,State,
Dehradun,Bhalswagaj,247668,Haridwar,Uttarakhand,
Dehradun,Bhikampur,247671,Haridwar,Uttarakhand,
Dehradun,Bhimgoda,249401,Haridwar,Uttarakhand,
Dehradun,Bijholi,247666,Haridwar,Uttarakhand,
Dehradun,Chhibroo,248159,Dehradun,Uttarakhand,
Dehradun,Chhiddarwala,249204,Dehradun,Uttarakhand,
Dehradun,Clementtown,248002,Dehradun,Uttarakhand,
Dehradun,Dandi,248145,Dehradun,Uttarakhand,
Dehradun,Daulatpur,249405,Haridwar,Uttarakhand,
Dehradun,Defence Colony,248012,Dehradun,Uttarakhand,
Dehradun,Dessau,248165,Dehradun,Uttarakhand,
Dehradun,Dhakrani,248142,Dehradun,Uttarakhand,
Dehradun,Gurkul Narsan,247670,Haridwar,Uttarakhand,
Dehradun,Haripur Kalan,249205,Dehradun,Uttarakhand,
Dehradun,INC,248006,Dehradun,Uttarakhand,
Dehradun,IPE,248195,Dehradun,Uttarakhand,
Dehradun,Jhabrera,247665,Haridwar,Uttarakhand,
Dehradun,Jharipani,248179,Dehradun,Uttarakhand,
Dehradun,Jollygrant,248016,Dehradun,Uttarakhand,
Dehradun,Kandoli,248013,Dehradun,Uttarakhand,
Dehradun,Kankhal,249408,Dehradun,Uttarakhand,
Dehradun,Kanwali,248171,Dehradun,Uttarakhand,
Dehradun,Landhaura,247664,Haridwar,Uttarakhand,
Dehradun,Libberheri,247656,Haridwar,Uttarakhand,
Dehradun,Mehunwala,248018,Dehradun,Uttarakhand,
Dehradun,Nehrugram,248014,Dehradun,Uttarakhand,
Dehradun,Nirmal Block,249202,Dehradun,Uttarakhand,
Dehradun,Pachhmiwala,248198,Dehradun,Uttarakhand,
Dehradun,Pashulok,249203,Dehradun,Uttarakhand,
Dehradun,Railway Road Rishikesh,249201,Dehradun,Uttarakhand,
Dehradun,Sadhubela Bhupatwala,249410,Haridwar,Uttarakhand,
Dehradun,Seemadwar,248146,Dehradun,Uttarakhand,
Dehradun,Selaqui,248011,Dehradun,Uttarakhand,
Dehradun,Shantikunj,249411,Haridwar,Uttarakhand,
Dehradun,Sudhowala,248015,Dehradun,Uttarakhand,
Nainital,31 Bn PAC Rudarpur,263153,Nainital,Uttarakhand,
Nainital,Adarshnagar,263152,Nainital,Uttarakhand,
Nainital,Adhora,263157,Nainital,Uttarakhand,
Nainital,Amghari,263159,Nainital,Uttarakhand,
Nainital,Amritpur,263126,Nainital,Uttarakhand,
Nainital,Anandnagar,244716,Nainital,Uttarakhand,
Nainital,Anandpur,263139,Nainital,Uttarakhand,
Nainital,Babiyar,263136,Nainital,Uttarakhand,
Nainital,Bagwara,263148,Nainital,Uttarakhand,
Nainital,Bail Parao,263140,Nainital,Uttarakhand,
Nainital,Banbassa Canal,262310,Nainital,Uttarakhand,
Nainital,Bannakhera,262401,Nainital,Uttarakhand,
Nainital,Barionwala,244712,Nainital,Uttarakhand,
Nainital,Baruabagh,262405,Nainital,Uttarakhand,
Nainital,Bel,263128,Nainital,Uttarakhand,
Nainital,Beria Majhola,262308,Nainital,Uttarakhand,
Nainital,Betalghat,263134,Nainital,Uttarakhand,
Nainital,Bhairongkhal,244715,Nainital,Uttarakhand,
Nainital,Bhatalia,263137,Nainital,Uttarakhand,
Nainital,Bhowali,263132,Nainital,Uttarakhand,
Nainital,Bindhukhatta,262402,Nainital,Uttarakhand,
Nainital,Bist Estatre,263127,Nainital,Uttarakhand,
Nainital,Chaukhandi,244713,Nainital,Uttarakhand,
Nainital,Devdwar,263158,Nainital,Uttarakhand,
Nainital,DF Nagla,263149,Nainital,Uttarakhand,
Nainital,Dhaniakote,263135,Nainital,Uttarakhand,
Nainital,Dhyari,263138,Nainital,Uttarakhand,
Nainital,Dineshpur,263160,Nainital,Uttarakhand,
Nainital,Ghorakhal,263156,Nainital,Uttarakhand,
Nainital,Haldi Udham Singh Nagar,263145,Nainital,Uttarakhand,
Nainital,Halduchaur,263142,Nainital,Uttarakhand,
Nainital,High Court Nainital,263001,Nainital,Uttarakhand,
Nainital,Kelakhera,263150,Nainital,Uttarakhand,
Nainital,Nanakmatta,262311,Udham singh nagar,Uttarakhand,
Nainital,Shaktifarm,263151,Udham singh nagar,Uttarakhand,
Nainital,SM Nadehi,244717,Udham singh nagar,Uttarakhand,
Nainital,Tanakpur,262309,Champawat,Uttarakhand,
Pauri,Adhariyakhal,246155,Pauri garhwal,Uttarakhand,
Pauri,Adhora Walla,246277,Pauri garhwal,Uttarakhand,
Pauri,Adwani,246146,Pauri garhwal,Uttarakhand,
Pauri,Agrora,246176,Pauri garhwal,Uttarakhand,
Pauri,Ainthi,246285,Pauri garhwal,Uttarakhand,
Pauri,Amola,246121,Pauri garhwal,Uttarakhand,
Pauri,Amola,246173,Pauri garhwal,Uttarakhand,
Pauri,Amsaur,246149,Pauri garhwal,Uttarakhand,
Pauri,Bachali,246131,Pauri garhwal,Uttarakhand,
Pauri,Badiyargaon,246179,Pauri garhwal,Uttarakhand,
Pauri,Bageli,246130,Pauri garhwal,Uttarakhand,
Pauri,Bagrigar,246169,Pauri garhwal,Uttarakhand,
Pauri,Bagyali,246167,Pauri garhwal,Uttarakhand,
Pauri,Baijrao A,246275,Pauri garhwal,Uttarakhand,
Pauri,Bairhat Palla,246161,Pauri garhwal,Uttarakhand,
Pauri,Bajwar,246123,Pauri garhwal,Uttarakhand,
Pauri,Balli,246127,Pauri garhwal,Uttarakhand,
Pauri,Bamoli,246128,Pauri garhwal,Uttarakhand,
Pauri,Bandun,246129,Pauri garhwal,Uttarakhand,
Pauri,Bangaon Malla,246159,Pauri garhwal,Uttarakhand,
Pauri,Bangar,246278,Pauri garhwal,Uttarakhand,
Pauri,Banghat,246172,Pauri garhwal,Uttarakhand,
Pauri,Bara,246276,Pauri garhwal,Uttarakhand,
Pauri,Barkot,246175,Pauri garhwal,Uttarakhand,
Pauri,Baundar,246162,Pauri garhwal,Uttarakhand,
Pauri,Bawansi,246144,Pauri garhwal,Uttarakhand,
Pauri,Bedgaon,246113,Pauri garhwal,Uttarakhand,
Pauri,Bhainswara Ghandiyal,246001,Pauri garhwal,Uttarakhand,
Pauri,Bhimli Talli,246166,Pauri garhwal,Uttarakhand,
Pauri,Bidoli,246164,Pauri garhwal,Uttarakhand,
Pauri,Bughani,246147,Pauri garhwal,Uttarakhand,
Pauri,Buransi,246148,Pauri garhwal,Uttarakhand,
Pauri,Chila Colony,249306,Pauri garhwal,Uttarakhand,
Pauri,Chorkinda Talla,246177,Pauri garhwal,Uttarakhand,
Pauri,Dadamandi,246124,Pauri garhwal,Uttarakhand,
Pauri,Dandapani,246194,Pauri garhwal,Uttarakhand,
Pauri,Dehalchauri,246125,Pauri garhwal,Uttarakhand,
Pauri,Devprayag,249301,Pauri garhwal,Uttarakhand,
Pauri,Diuli,249304,Pauri garhwal,Uttarakhand,
Pauri,Dungri Pauri Garhwal,246279,Pauri garhwal,Uttarakhand,
Pauri,Dungripanth,246174,Pauri garhwal,Uttarakhand,
Pauri,Jahrikhal B,246193,Pauri garhwal,Uttarakhand,
Pauri,Jhatkandi,246163,Pauri garhwal,Uttarakhand,
Pauri,Kalagarh,246142,Pauri garhwal,Uttarakhand,
Pauri,Laxmanjhula B,249302,Pauri garhwal,Uttarakhand,
Pauri,Molthi,246165,Pauri garhwal,Uttarakhand,
Pauri,Padampur Sukhro,246150,Pauri garhwal,Uttarakhand,
Pauri,Srikot,246178,Pauri garhwal,Uttarakhand,
Pithoragarh,Abbotmount,262525,Champawat,Uttarakhand,
Pithoragarh,Adichaura,262551,Pithoragarh,Uttarakhand,
Pithoragarh,Agar,262534,Pithoragarh,Uttarakhand,
Pithoragarh,Aincholi,262530,Pithoragarh,Uttarakhand,
Pithoragarh,Ajera,262543,Pithoragarh,Uttarakhand,
Pithoragarh,Algara,262542,Pithoragarh,Uttarakhand,
Pithoragarh,Badari,262521,Pithoragarh,Uttarakhand,
Pithoragarh,Bagoti,262524,Champawat,Uttarakhand,
Pithoragarh,Baikote,262544,Pithoragarh,Uttarakhand,
Pithoragarh,Balgari,262552,Pithoragarh,Uttarakhand,
Pithoragarh,BalingS,262545,Pithoragarh,Uttarakhand,
Pithoragarh,Baluwakote,262576,Pithoragarh,Uttarakhand,
Pithoragarh,Bandarlima,262541,Pithoragarh,Uttarakhand,
Pithoragarh,Bankote,262532,Pithoragarh,Uttarakhand,
Pithoragarh,Bans,262501,Pithoragarh,Uttarakhand,
Pithoragarh,Bansbagar,262555,Pithoragarh,Uttarakhand,
Pithoragarh,Barakote,262527,Champawat,Uttarakhand,
Pithoragarh,Barmau,262540,Pithoragarh,Uttarakhand,
Pithoragarh,Bauna,262554,Pithoragarh,Uttarakhand,
Pithoragarh,Belkote,262531,Pithoragarh,Uttarakhand,
Pithoragarh,Beltari,262520,Pithoragarh,Uttarakhand,
Pithoragarh,Bera,262529,Pithoragarh,Uttarakhand,
Pithoragarh,Bhainskote,262553,Pithoragarh,Uttarakhand,
Pithoragarh,Bhandarigaon,262572,Pithoragarh,Uttarakhand,
Pithoragarh,Bhingrara,262528,Champawat,Uttarakhand,
Pithoragarh,Bhudam,262523,Champawat,Uttarakhand,
Pithoragarh,Bhumwari,262561,Champawat,Uttarakhand,
Pithoragarh,Bhuwaneshwar,262522,Pithoragarh,Uttarakhand,
Pithoragarh,Bisharh,262502,Pithoragarh,Uttarakhand,
Pithoragarh,BundiS,262547,Pithoragarh,Uttarakhand,
Pithoragarh,Chausala,262533,Pithoragarh,Uttarakhand,
Pithoragarh,Devidhura,262580,Champawat,Uttarakhand,
Pithoragarh,Garbyang,262546,Pithoragarh,Uttarakhand,
Pithoragarh,Jhulaghat,262526,Pithoragarh,Uttarakhand,
Pithoragarh,Merthi,262550,Pithoragarh,Uttarakhand,
Tehri,Agar,249175,Tehri garhwal,Uttarakhand,
Tehri,Akhori,249155,Tehri garhwal,Uttarakhand,
Tehri,Aleru,249131,Tehri garhwal,Uttarakhand,
Tehri,Amni,249122,Tehri garhwal,Uttarakhand,
Tehri,Amsari,249146,Tehri garhwal,Uttarakhand,
Tehri,Anandchowk,249145,Tehri garhwal,Uttarakhand,
Tehri,Anjanisain,249121,Tehri garhwal,Uttarakhand,
Tehri,Arakot,249128,Uttarkashi,Uttarakhand,
Tehri,Atali byasi,249192,Tehri garhwal,Uttarakhand,
Tehri,Badhangaon,249196,Uttarkashi,Uttarakhand,
Tehri,Badiyargarh,249161,Tehri garhwal,Uttarakhand,
Tehri,Badshahithaul,249199,Tehri garhwal,Uttarakhand,
Tehri,Bagasu,249171,Uttarkashi,Uttarakhand,
Tehri,Banchaura,249152,Uttarkashi,Uttarakhand,
Tehri,Bangar,249180,Tehri garhwal,Uttarakhand,
Tehri,Bangiyal,249132,Tehri garhwal,Uttarakhand,
Tehri,Barkot,249181,Tehri garhwal,Uttarakhand,
Tehri,Barsu,249135,Uttarkashi,Uttarakhand,
Tehri,Bhaatgaon,249125,Tehri garhwal,Uttarakhand,
Tehri,Bhagirathipuram,249124,Tehri garhwal,Uttarakhand,
Tehri,Bhallegaon,249126,Tehri garhwal,Uttarakhand,
Tehri,Bhankoli,249193,Uttarkashi,Uttarakhand,
Tehri,Bhansadi,249141,Uttarkashi,Uttarakhand,
Tehri,Bharkot,249165,Uttarkashi,Uttarakhand,
Tehri,Bhatwaridhanari,249151,Uttarkashi,Uttarakhand,
Tehri,Chherabdhar,249127,Tehri garhwal,Uttarakhand,
Tehri,Chheti,249123,Tehri garhwal,Uttarakhand,
Tehri,Devjani,249185,Uttarkashi,Uttarakhand,
Tehri,Dhalwala,249137,Tehri garhwal,Uttarakhand,
Tehri,Dharkotudaikot,249130,Tehri garhwal,Uttarakhand,
Tehri,Gangotri Seasonal,249136,Uttarkashi,Uttarakhand,
Tehri,Gyansoo,249001,Tehri garhwal,Uttarakhand,
Tehri,Kotipav,249186,Tehri garhwal,Uttarakhand,
Tehri,Latasera,249194,Uttarkashi,Uttarakhand,
Tehri,Mahidanda,249195,Uttarkashi,Uttarakhand,
Sikkim,Ahoo Busty,737135,East sikkim,Sikkim,
Sikkim,Amba,737133,East sikkim,Sikkim,
Sikkim,Arithang,737111,West sikkim,Sikkim,
Sikkim,Arubotay,737121,West sikkim,Sikkim,
Sikkim,Assangthang,737126,South sikkim,Sikkim,
Sikkim,Bardang,737134,East sikkim,Sikkim,
Sikkim,Barfung,737139,South sikkim,Sikkim,
Sikkim,Bering,737106,East sikkim,Sikkim,
Sikkim,Bermiok,737113,West sikkim,Sikkim,
Sikkim,Bhusuk,737103,East sikkim,Sikkim,
Sikkim,Chujachen,737131,East sikkim,Sikkim,
Sikkim,Chungthang,737120,East sikkim,Sikkim,
Sikkim,Deorali,737102,East sikkim,Sikkim,
Sikkim,Dikchu,737107,East sikkim,Sikkim,
Sikkim,Duga,737132,East sikkim,Sikkim,
Sikkim,Gangtok,737101,East sikkim,Sikkim,
Sikkim,Kabi,737116,North sikkim,West Bengal,
Sikkim,Kerabari,737128,South sikkim,Sikkim,
Sikkim,Majitar,737136,East sikkim,Sikkim,
A - N Islands,Aberdeen  Bazar,744104,South andaman,Andaman and Nico.In.,
A - N Islands,Aerial Bay,744202,North and middle andaman,Andaman and Nico.In.,
A - N Islands,Bakultala,744205,North and middle andaman,Andaman and Nico.In.,
A - N Islands,Bambooflat,744107,South andaman,Andaman and Nico.In.,
A - N Islands,Beachdera,744206,South andaman,Andaman and Nico.In.,
A - N Islands,Beodnabad,744105,South andaman,Andaman and Nico.In.,
A - N Islands,Betapur,744201,North and middle andaman,Andaman and Nico.In.,
A - N Islands,Brijgunj,744103,South andaman,Andaman and Nico.In.,
A - N Islands,Campbelbay,744302,Nicobar,Andaman and Nico.In.,
A - N Islands,Carnicobar,744301,Nicobar,Andaman and Nico.In.,
A - N Islands,Chakargoan,744112,South andaman,Andaman and Nico.In.,
A - N Islands,Champin,744303,Nicobar,Andaman and Nico.In.,
A - N Islands,Chatham,744102,South andaman,Andaman and Nico.In.,
A - N Islands,Havelock  Bazar,744211,South andaman,Andaman and Nico.In.,
A - N Islands,Hut  Bay,744207,South andaman,Andaman and Nico.In.,
A - N Islands,Kadamtala (North And Middle Andaman),744209,North and middle andaman,Andaman and Nico.In.,
A - N Islands,Kanchangarh,744210,North and middle andaman,Andaman and Nico.In.,
A - N Islands,Kapanga,744304,Nicobar,Andaman and Nico.In.,
A - N Islands,Long Island,744203,North and middle andaman,Andaman and Nico.In.,
A - N Islands,Marine Jetty,744101,South andaman,Andaman and Nico.In.,
A - N Islands,Mayabander,744204,North and middle andaman,Andaman and Nico.In.,
A - N Islands,Shadipur,744106,South andaman,Andaman and Nico.In.,
Alipore,Alipore Distard,700027,Kolkata,West Bengal,
Alipore,Raja J.N.Market,700023,Kolkata,West Bengal,
Alipore,Telecom Factory,700088,Kolkata,West Bengal,
Barasat,Abadkuliadanga,743456,North 24 parganas,West Bengal,
Barasat,Abdalpur,700155,North 24 parganas,West Bengal,
Barasat,Adampur,743425,North 24 parganas,West Bengal,
Barasat,Adhata,743221,North 24 parganas,West Bengal,
Barasat,Adikashimpur,743248,North 24 parganas,West Bengal,
Barasat,Aharampur,700131,North 24 parganas,West Bengal,
Barasat,Akaipur,743710,North 24 parganas,West Bengal,
Barasat,Akandakeshari,700135,North 24 parganas,West Bengal,
Barasat,Akrampur,743263,North 24 parganas,West Bengal,
Barasat,Amankandi,743249,North 24 parganas,West Bengal,
Barasat,Amberia,743435,North 24 parganas,West Bengal,
Barasat,Ambikapur Mamudpur,743251,North 24 parganas,West Bengal,
Barasat,Amta,743445,North 24 parganas,West Bengal,
Barasat,Amudia,743273,North 24 parganas,West Bengal,
Barasat,Andharmanik,743401,North 24 parganas,West Bengal,
Barasat,Angrail,743235,North 24 parganas,West Bengal,
Barasat,Arbelia,743437,North 24 parganas,West Bengal,
Barasat,Asoknagar Rs,743222,North 24 parganas,West Bengal,
Barasat,Atapur,743446,North 24 parganas,West Bengal,
Barasat,Atghara,743438,North 24 parganas,West Bengal,
Barasat,Aturia,743427,North 24 parganas,West Bengal,
Barasat,Badartala,743292,North 24 parganas,West Bengal,
Barasat,Badu North 24 Parganas,700128,North 24 parganas,West Bengal,
Barasat,Bagdah,743232,North 24 parganas,West Bengal,
Barasat,Baidyapur,743423,North 24 parganas,West Bengal,
Barasat,Baikara,743245,North 24 parganas,West Bengal,
Barasat,Bairampur,743262,North 24 parganas,West Bengal,
Barasat,Balisa Chowmatha,743702,North 24 parganas,West Bengal,
Barasat,Baneswarpur,743270,North 24 parganas,West Bengal,
Barasat,Banglani,743286,North 24 parganas,West Bengal,
Barasat,Banipur North 24 Parganas,743233,North 24 parganas,West Bengal,
Barasat,Barasat Bazar,700124,North 24 parganas,West Bengal,
Barasat,Barghoria,743247,North 24 parganas,West Bengal,
Barasat,Barunhat,743426,North 24 parganas,West Bengal,
Barasat,Basirhat Bazar,743411,North 24 parganas,West Bengal,
Barasat,Basirhat College,743412,North 24 parganas,West Bengal,
Barasat,Baunia Abad,743442,North 24 parganas,West Bengal,
Barasat,Belta,743701,North 24 parganas,West Bengal,
Barasat,Beraberi,743711,North 24 parganas,West Bengal,
Barasat,Bhabla,743422,North 24 parganas,West Bengal,
Barasat,Bhanderkhali,743439,North 24 parganas,West Bengal,
Barasat,Bira Ballavepara,743234,North 24 parganas,West Bengal,
Barasat,Bodai,700126,North 24 parganas,West Bengal,
Barasat,Bohara,743294,North 24 parganas,West Bengal,
Barasat,Chakla,743424,North 24 parganas,West Bengal,
Barasat,Champapukur,743291,North 24 parganas,West Bengal,
Barasat,Chhoygharia,743405,North 24 parganas,West Bengal,
Barasat,Chikanpara,743287,North 24 parganas,West Bengal,
Barasat,Chowberia,743290,North 24 parganas,West Bengal,
Barasat,Dakshin Bagundi,743429,North 24 parganas,West Bengal,
Barasat,East Udayrajpur,700129,North 24 parganas,West Bengal,
Barasat,Eojnagar,743293,North 24 parganas,West Bengal,
Barasat,Gaipur,743252,North 24 parganas,West Bengal,
Barasat,Ganganagar North 24 Parganas,700132,North 24 parganas,West Bengal,
Barasat,Ghoshpur,743289,North 24 parganas,West Bengal,
Barasat,Guma,743704,North 24 parganas,West Bengal,
Barasat,Habra Prafulla Nagar,743268,North 24 parganas,West Bengal,
Barasat,Haripur North 24 Parganas,743223,North 24 parganas,West Bengal,
Barasat,Hijalpukuria,743271,North 24 parganas,West Bengal,
Barasat,Hridaypur,700127,North 24 parganas,West Bengal,
Barasat,Kadambagachi,700125,North 24 parganas,West Bengal,
Barasat,Kalyangarh,743272,North 24 parganas,West Bengal,
Barasat,Kholapota,743428,North 24 parganas,West Bengal,
Barasat,Korachandigarh,700130,North 24 parganas,West Bengal,
Barasat,Michealnagar,700133,North 24 parganas,West Bengal,
Barasat,Mongalganj,743297,North 24 parganas,West Bengal,
Barasat,Narayanpur,700136,North 24 parganas,West Bengal,
Birbhum,Abadanga,731303,Birbhum,West Bengal,
Birbhum,Abinashpur,731121,Birbhum,West Bengal,
Birbhum,Adityapur,731204,Birbhum,West Bengal,
Birbhum,Ahmadpur,731201,Birbhum,West Bengal,
Birbhum,Aligarh,731130,Birbhum,West Bengal,
Birbhum,Aligram,731302,Birbhum,West Bengal,
Birbhum,Ambhua,731222,Birbhum,West Bengal,
Birbhum,Amdole,731219,Birbhum,West Bengal,
Birbhum,Amjolpahari,731127,Birbhum,West Bengal,
Birbhum,Anantapurkanaipur,731242,Birbhum,West Bengal,
Birbhum,Atla,731233,Birbhum,West Bengal,
Birbhum,Ayas,731243,Birbhum,West Bengal,
Birbhum,Babuijore,731125,Birbhum,West Bengal,
Birbhum,Bagdola,731234,Birbhum,West Bengal,
Birbhum,Bahiri,731240,Birbhum,West Bengal,
Birbhum,Bakreswar,731123,Birbhum,West Bengal,
Birbhum,Bandar,731215,Birbhum,West Bengal,
Birbhum,Bandhkhola,731237,Birbhum,West Bengal,
Birbhum,Bangsabati,731221,Birbhum,West Bengal,
Birbhum,Baraalunda,731103,Birbhum,West Bengal,
Birbhum,Barakartickchungri,731202,Birbhum,West Bengal,
Birbhum,Barapahari,731223,Birbhum,West Bengal,
Birbhum,Barha,731301,Birbhum,West Bengal,
Birbhum,Barla,731220,Birbhum,West Bengal,
Birbhum,Baruipara Birbhum,731101,Birbhum,West Bengal,
Birbhum,Begunia,731245,Birbhum,West Bengal,
Birbhum,Belatisultanpur,731236,Birbhum,West Bengal,
Birbhum,Bhabanipur,731126,Birbhum,West Bengal,
Birbhum,Bhadista,731238,Birbhum,West Bengal,
Birbhum,Bharkata,731216,Birbhum,West Bengal,
Birbhum,BHATRA,731304,Birbhum,West Bengal,
Birbhum,Bhurkuna,731102,Birbhum,West Bengal,
Birbhum,Bishnupur Birbhum,731244,Birbhum,West Bengal,
Birbhum,BkTPP,731104,Birbhum,West Bengal,
Birbhum,Brahmanbahara,731213,Birbhum,West Bengal,
Birbhum,Chandpara,731241,Birbhum,West Bengal,
Birbhum,Chunpalasi,731214,Birbhum,West Bengal,
Birbhum,Churar,731133,Birbhum,West Bengal,
Birbhum,Damdama,731129,Birbhum,West Bengal,
Birbhum,Delora,731124,Birbhum,West Bengal,
Birbhum,Deucha,731132,Birbhum,West Bengal,
Birbhum,Mahajanpatty,731224,Birbhum,West Bengal,
Birbhum,Mayureswar,731218,Birbhum,West Bengal,
Birbhum,Paruldanga,731235,Birbhum,West Bengal,
Kolkata Central,Asylum Lane,700014,Kolkata,West Bengal,
Kolkata Central,Bowbazar Kolkata,700012,Kolkata,West Bengal,
Kolkata Central,Chittaranjan Avenue Kolkata,700073,Kolkata,West Bengal,
Kolkata Central,College Square,700007,Kolkata,West Bengal,
Kolkata Central,Council House Street,700001,Kolkata,West Bengal,
Kolkata Central,Dharmatala,700013,Kolkata,West Bengal,
Kolkata Central,Elliot Road,700016,Kolkata,West Bengal,
Kolkata Central,Esplanade,700069,Kolkata,West Bengal,
Kolkata Central,Fort William,700021,Kolkata,West Bengal,
Kolkata Central,Hindustan Building,700072,Kolkata,West Bengal,
Kolkata Central,Little Russel Street,700071,Kolkata,West Bengal,
Kolkata Central,New Market,700087,Kolkata,West Bengal,
Kolkata Central,Shakespeare Sarani,700017,Kolkata,West Bengal,
Kolkata Central,West Bengal Governors Camp,700062,Kolkata,West Bengal,
Kolkata East,Abinash Chaowdhury Lane,700046,Kolkata,West Bengal,
Kolkata East,Arjunpur,700059,North 24 parganas,West Bengal,
Kolkata East,Aswini Nagar,700159,North 24 parganas,West Bengal,
Kolkata East,Bangur Avenue,700055,North 24 parganas,West Bengal,
Kolkata East,Bediadanga,700039,Kolkata,West Bengal,
Kolkata East,Beleghata,700010,Kolkata,West Bengal,
Kolkata East,Bengal Chemical,700054,Kolkata,West Bengal,
Kolkata East,Bidhan Nagar AE Market,700064,North 24 parganas,West Bengal,
Kolkata East,Bidhan Nagar CK Market,700091,North 24 parganas,West Bengal,
Kolkata East,Bidhan Nagar IB Market,700106,North 24 parganas,West Bengal,
Kolkata East,Chakpanchuria,700156,North 24 parganas,West Bengal,
Kolkata East,Chowbaga,700105,South 24 parganas,West Bengal,
Kolkata East,Ghuni,700157,North 24 parganas,West Bengal,
Kolkata East,Gouranganagar,700162,Kolkata,West Bengal,
Kolkata East,Kalindi Housing Estate,700089,North 24 parganas,West Bengal,
Kolkata East,KGse Sarani,700085,Kolkata,West Bengal,
Kolkata East,Krishnapur North 24 Parganas,700102,North 24 parganas,West Bengal,
Kolkata East,Narkeldanga,700011,Kolkata,West Bengal,
Kolkata East,New Town Action Area I,700163,North 24 parganas,West Bengal,
Kolkata East,New Town Action Area II,700161,North 24 parganas,West Bengal,
Kolkata East,New Town Action Area III,700160,North 24 parganas,West Bengal,
Kolkata East,Parsibagan,700009,Kolkata,West Bengal,
Kolkata East,Patipukur,700048,North 24 parganas,West Bengal,
Kolkata East,Prafulla Kanan,700101,North 24 parganas,West Bengal,
Kolkata East,Purbachal,700097,North 24 parganas,West Bengal,
Kolkata East,Sales Tax Building,700015,Kolkata,West Bengal,
Kolkata East,Vip Nagar,700100,Kolkata,West Bengal,
Kolkata North,Ahiritola,700005,Kolkata,West Bengal,
Kolkata North,Alambazar,700035,Kolkata,West Bengal,
Kolkata North,Amrita Bazar Patrika,700003,Kolkata,West Bengal,
Kolkata North,Ashokegarh,700108,Kolkata,West Bengal,
Kolkata North,Baranagar,700036,Kolkata,West Bengal,
Kolkata North,Beadon Street,700006,Kolkata,West Bengal,
Kolkata North,Bediapara,700077,Kolkata,West Bengal,
Kolkata North,Belgachia Road,700037,Kolkata,West Bengal,
Kolkata North,Cossipore Gun Factory,700002,Kolkata,West Bengal,
Kolkata North,Dumdum Road,700074,Kolkata,West Bengal,
Kolkata North,Dumdum,700028,Kolkata,West Bengal,
Kolkata North,Durganagar,700065,Kolkata,West Bengal,
Kolkata North,Ghugudanga,700030,Kolkata,West Bengal,
Kolkata North,Jessore Road,700080,Kolkata,West Bengal,
Kolkata North,Kendriya Vihar,700052,Kolkata,West Bengal,
Kolkata North,Lily Biscuit,700067,Kolkata,West Bengal,
Kolkata North,Netaji Colony,700090,Kolkata,West Bengal,
Kolkata North,RGKar Medical College,700004,Kolkata,West Bengal,
Kolkata North,Sinthee,700050,Kolkata,West Bengal,
Murshidabad,Adibasi Beldanga,742122,Murshidabad,West Bengal,
Murshidabad,Adikantanagar,742227,Murshidabad,West Bengal,
Murshidabad,Aheripara,742226,Murshidabad,West Bengal,
Murshidabad,Ahiran,742223,Murshidabad,West Bengal,
Murshidabad,Akheriganj,742135,Murshidabad,West Bengal,
Murshidabad,Alamsahi,742224,Murshidabad,West Bengal,
Murshidabad,Alugram,742301,Murshidabad,West Bengal,
Murshidabad,AMAIPARA,742123,Murshidabad,West Bengal,
Murshidabad,Aminabad,742406,Murshidabad,West Bengal,
Murshidabad,Amritakunda,742136,Murshidabad,West Bengal,
Murshidabad,Amtala Mobile,742202,Murshidabad,West Bengal,
Murshidabad,Amtala,742121,Murshidabad,West Bengal,
Murshidabad,Andi,742168,Murshidabad,West Bengal,
Murshidabad,Andulberia,742189,Murshidabad,West Bengal,
Murshidabad,Andulia,742138,Murshidabad,West Bengal,
Murshidabad,Ashariadaha,742148,Murshidabad,West Bengal,
Murshidabad,Atai,742159,Murshidabad,West Bengal,
Murshidabad,Aurangabad Murshidabad,742201,Murshidabad,West Bengal,
Murshidabad,Ayra,742147,Murshidabad,West Bengal,
Murshidabad,Babultali,742308,Murshidabad,West Bengal,
Murshidabad,Bachra,742163,Murshidabad,West Bengal,
Murshidabad,Bagdabra,742212,Murshidabad,West Bengal,
Murshidabad,Balarampore Colony,742165,Murshidabad,West Bengal,
Murshidabad,Balia,742237,Murshidabad,West Bengal,
Murshidabad,Baligokulpur,742302,Murshidabad,West Bengal,
Murshidabad,Bamnabad,742306,Murshidabad,West Bengal,
Murshidabad,Banjetia,742102,Murshidabad,West Bengal,
Murshidabad,Barala,742235,Murshidabad,West Bengal,
Murshidabad,Barasimul,742213,Murshidabad,West Bengal,
Murshidabad,Barwan Murshidabad,742132,Murshidabad,West Bengal,
Murshidabad,Basudebkhali,742187,Murshidabad,West Bengal,
Murshidabad,Begunbari,742133,Murshidabad,West Bengal,
Murshidabad,Beharia,742175,Murshidabad,West Bengal,
Murshidabad,Benipur,742140,Murshidabad,West Bengal,
Murshidabad,Berhampore Civil Court,742101,Murshidabad,West Bengal,
Murshidabad,Bezpara Saluadanga,742134,Murshidabad,West Bengal,
Murshidabad,Bhattabati,742149,Murshidabad,West Bengal,
Murshidabad,Bilaspur,742303,Murshidabad,West Bengal,
Murshidabad,Bilcolony,742184,Murshidabad,West Bengal,
Murshidabad,Chaitpur,742161,Murshidabad,West Bengal,
Murshidabad,Chaltia,742407,Murshidabad,West Bengal,
